;Alternate Name;Artist;Author;Genre;Name;Plot;Status;Year of Release
3931;;KUSUNOKI Rinka;KUSUNOKI Rinka;['Fantasy', 'Shounen', 'Supernatural'];Scuro;"Rayet, codenamed Scuro, works as an assasin for the infamous group Scarlet. His soul job is to assassinate other assassins as part of the ""clean up team"". Sick of taking lives, Rayet attempts to leave Scarlet. With the help of a fortune teller named Junki and his assistant Ritsuna, Rayet may just succeed. However, Scarlet doesn't intend to let him leave alive.
";Ongoing;2008
3932;;TAKAHASHI Akira;TAKAHASHI Akira;['Sci-Fi', 'Shounen'];Second Brain;;Ongoing;2013
3933;? ?;;Han, Yu-Rang (Story & Art);['Romance', 'Shoujo'];Secret;"A father who committed suicide on Yuh’s 16th birthday.
The boy she met during her sorrow; Mu Hyul
Ba-dump Ba-dump; a guy so breathtaking.
A proposal at a sky resort.
“I can do anything for you as long as it makes you smile. I’ll give you everything you want.”
All those to interrupt our love are so dead!

(Source: Rosa Negra)";Ongoing;2006
3934;;Max Xiao Wang;Du Shi Chu;['Action', 'Adventure', 'Fantasy', 'Shounen'];Segregated World;"Segregated World: A virtual reality game were only those who are chosen can play. In order to prevent more players from entering the Segregated World, three hackers of the Hackers Alliance G attempted to steal the Odin Core to destroy the server.

While trying to protect the two goddesses, Xiao Chang Feng was heavily injured, on the verge of life and death, he was then fused with the Core, unleashing the power of the Core, Xiao Chang Feng....";Ongoing;
3935;Affairs in uniform - Chemical reaction of high school students, Seifuku Adventure;Itami Sumihito;Sanui Yuu;['Comedy', 'Romance', 'School Life', 'Seinen', 'Slice of Life'];Seifuku Aventure - Chemical Reaction Of High School Students;Itou Ayako is a third year in high school and the president of the public morals committee. Part of her job is to ensure that the amount of sexual relationships between students doesn't get out of hand. As president, she is expected to set a good example and be a role model for the other students. But what if even she wants to get a boyfriend...? Recently she's become a little bit interested in fellow committee member Kawai Harumori. And so begins a struggle between duty and love.;Ongoing;
3936;;YAGAMI Rina;YAGAMI Rina;['Shoujo'];Seifuku de Vanilla Kiss;"From Chibi Manga:

The moody, picturesque him. The puppy-like me who wants to express my love. I wonder if we can grasp this love well.";Ongoing;2014
3937;Seigai no Wikka;TANAKA Hosana;TANAKA Hosana;['Action', 'Adventure', 'Drama', 'Fantasy', 'Mature', 'Seinen', 'Supernatural'];Seigai no Majo;In fifteenth century Rome, witches have declared war against humanity. A young man named Nikola, whose parents were cruelly murdered by a witch before his eyes, discovers that he is now the key to winning the war. Using sorcery skills acquired through years of careful study, Nikola must revive twelve witches known as the �First Witches� who will become his allies and weapons to defeat the enemy. But there is one small hitch: in order to revive the witches from their eternal slumber, Nikola must form a marriage contract with each one. Just how many witches can Nikola marry in order to save the world?;Ongoing;
3938;"Justice; Justice - The Ballad of Wyatt Earp; Seiji - Justice - Wyatt Earp Monogatari";Naba Yuka;Frosh;['Action', 'Drama', 'Historical', 'Seinen'];Seigi - Wyatt Earp Monogatari;The wild west of the United States in the late 1800s was a dangerous, near-lawless place. It was an era where force defined the rules, and men were known for the speed and accuracy of their gun arms. After aiding an impressive arrest in Ellsworth, Kansas, gunman Wyatt Earp is recruited to help defend justice in Dodge City, Kansas alongside Bat Masterson. On the way to Dodge City, Wyatt meets a lovely young singer, Dora, who seems to be in danger. Will Wyatt be up to the difficult task of defending the law in Dodge City? ;Ongoing;2010
3939;Seiheki Strike;Mishima Kazuhiko;Mishima Kazuhiko;['Comedy', 'Drama', 'Fantasy', 'Romance'];Seiheki Strike;;Ongoing;
3940;????????;;Suekane, Kumiko (Story & Art);['Comedy', 'Ecchi', 'Gender Bender'];Seijou Kouchakan no Jijou;his tale begins with Shino who was in love with a girl called Maruyama. Shino asked his best friend, Akira, to set him up with Maruyama, but instead Akira betrayed Shino. Depressed, Shino goes to spend the rest of his day binging on cakes at the Seijou Black Tea House which is run by two mental cases by names of Shuuji and Keisuke. Mix a magical tea leaf, homosexuals, and various other things for ensuing hilarity. (Source: Taruby's Paradox);Completed;2006-2007
3941;Blue-Blood Gear, Cog-Wheel of Blue Blood;HANAO Kohei;HANAO Kohei;['Drama', 'Fantasy', 'Horror', 'Mystery', 'Psychological', 'Sci-Fi', 'Shounen', 'Tragedy'];Seiketsu no Haguruma;"Long ago, there existed two different groups of people. One had red blood and the other had blue blood. They co-existed peacefully, but eventually they started to hate each other and a war broke out.

The massive red blood army initially overwhelmed the blue blood but with the help of new technology developed by Kodo, the prince of the blue blood, the blue bloods were victorious. The new technology, called the Haguruma, is a powerful robot type machinery capable of devastating destruction.

As the red blood people were enslaved, Kodo saw what monstrosity his Haguruma was being used for. Helpless red blood people were being hunted down and murdered. Overwhelmed by guilt, Kodo rescued the refugee red bloods and refused to build any more machines. His father, the king, ordered him to be executed, but he barely escaped and now without a home, he must survive on his own.
(c) vyc";Completed;2010
3942;Seikimatsu Leader Den Takeshi!;SHIMABUKURO Mitsutoshi;SHIMABUKURO Mitsutoshi;['Comedy', 'Shounen'];Seikimatsu Leader Den Takeshi!;"From the moment he was born, Takeshi was born to be a leader. His first word upon birth was ""leader"", and his father, Hiroshi, was a ""leader"" among salarymen. After Hiroshi suddenly dies, Takeshi makes it his life goal to be a leader like his father, so he joins his new first grade class and hopes to become a true leader to his classmates.

This series received the 2001 Shogakukan Manga Award for children's manga.";Ongoing;
3943;Guardian of the Sacred Spirit, Seirei no Moribito: Guardian of the Sacred Spirit;FUJIWARA Kamui;FUJIWARA Kamui;['Action', 'Adventure', 'Drama', 'Fantasy', 'Historical', 'Shounen', 'Supernatural'];Seirei no Moribito;"Once every 100 years, a Water Fairy implants an egg into a person who then becomes the Guardian of Fairies. This time, the responsibility falls on Chagum, the second prince of the New Yogo Kingdom.

Chagum`s life isn`t easy. The king finds Chagum an inconvenience and attempts to have him killed. As a result, the queen asks a female guard, Balsa, to protect Chagum. In addition to this, beings from another world, known as Nayugu, constantly attack him in order to eat the egg carried in Chagumu`s body.";Ongoing;2007
3944;;;Miyagi, Tooko  (Story & Art);['Comedy', 'Romance', 'Shoujo', 'Supernatural'];Seirei Produce;Momose Shiina is a down to earth girl who holds a disdain for anything supernatural. One day as she is walking down the road, a strange boy claiming to be a god tells her -If you worship no other god, then, from now on, believe in me!- After that strange things begin to happen. Could there be more to this strange boy than meets the eye, and perhaps more to herself than she ever knew?;Ongoing;2009
3945;;;TSUTSUMI Shouko;['Action', 'Adventure', 'Fantasy', 'Shounen'];Seisenki Elna Saga;;Ongoing;1992
3946;Seishun Buta Yaro wa Petit Devil Kouhai no Yume wo Minai;Kamoshida Hajime;Kamoshida Hajime;['Romance', 'Seinen', 'Supernatural'];Seishun Buta Yaro wa Petit Devil Kouhai no Yume wo Minai;"This is a sequel to 'Seishun Buta Yarou wa Bunny Girl Senpai no Yume o Minai'

";Ongoing;
3947;Seishun Forget, Seishun Forget!, Youth For-get, Youth Forget!;MIKABE Sesuna;MIKABE Sesuna;['Comedy', 'Romance', 'School Life', 'Seinen'];Seishun For-get!;"From FairGame:

""Live with Sincerity"" is Natsuki Taiyou's motto. It's the first day of high school, Taiyou was heading to school and then he meets Hinata during the way there. He fell in love at first sight and suddenly confessed to her. Her answer was yes but then she ran away without saying who she was, but it turns out that she was his classmate. Taiyou felt a destiny between them. However, on the next day, she doesn't remember who he is. Why could that be...?";Ongoing;2011
3948;Manual to Teenage Life, Seishun Kouryaku-bon, Youth Strategy Guide;AKIZUKI Sorata;AKIZUKI Sorata;['Comedy', 'Romance', 'School Life', 'Shoujo', 'Slice of Life'];Seishun Kouryakuhon;"From Shinnen:

Isezaki, a second year from Kamiyama Boy's High, has had his heart captured by a girl he saw in the window of the neighbouring girls' school. A school route madonna!! After 2 months, it's time for her to graduate...?! It's a 17-year-old's summer starting from spring, chockful of idiocy and friendship enough to make you cry.";Completed;2009
3949;Seishun Location;Tajima Mimi;Tajima Mimi;['Romance', 'School Life', 'Shoujoai'];Seishun Location;"Moa and Miyabi are childhood friends, they also always attended the same schools and in practice they never separated, but these two guys could not be any worse matched: Moa is a chick, while Miyabi is a giant. Moa, has a deep brotherly affection for her dear friend, but also has a dream: to meet the right guy and live a wonderful love story. For its part Miyabi does not seem to think exactly like Moa, or rather, he would like Moa find a guy but... 


One day, Moa is assigned by the teacher to go at Yamada's house, a guy very shy, frightened by contact with others and for this reason he refuses to come to school. Will Moa change his mind?/A";Ongoing;
3950;Seishun Soukanzu;Hirose Shun;Hirose Shun;['Drama', 'Horror', 'School Life', 'Shounen'];Seishun Soukanzu;"Aoi and Haru and secretly dating. However, Aoi notices that Haru has been worried about something, and the next day, he sees her fall from the roof of the school. He then discovers that she put a chart of relationships into his locker, and marked five of them as ""clowns"" who are trying to kill her.

";Ongoing;
3951;Student Councils Minutes, Hekiyou Gakuen Seitokai Gijiroku, Hekiyou Academy Student Councils Minutes, Seitokai Series, It is Student Councils Judgement;;Kira, Inugami (Art), Sekina, Aoi (Story);['Comedy', 'Harem', 'School Life'];Seitokai no Ichizon;The members of the student council of Hekiyou Academy are chosen by a popularity vote. As a result, all the members are cute girls except for Sugizaki Ken, who studied hard to enter the council. This novel is about the endless chatters of the members, full of parodies from various other works such as The Melancholy of Haruhi Suzumiya, Dragon Ball etc.;Ongoing;2008
3952;Seitokai no Wotanoshimi;;MARUMIKAN (Story & Art);['Comedy', 'School Life', 'Shounen'];Seitokai no Otanoshimi;Ken is a 17 year old who has been invited to join the student council. Only after he`s joined does he learn that they are all otaku`s...;Ongoing;2008
3953;Student Council Detective Kirika;YUI;SUGII Hikaru;['Comedy', 'Harem', 'Mystery', 'Shounen'];Seitokai Tantei Kirika;Kirika Hijiribashi is the Executive Committee Treasurer managing a high school Student Council budget of 800 million yen. She is also the only committee member with an additional title: Student Council Detective able to sniff out amazing solutions to bizarre cases. Hikage Makimura, who recently transferred into the high school, finds himself not only tricked into joining the Student Council, but is now assigned as her assistant.;Ongoing;2012
